"","name","Date","Status","Aperture priority","Battery","Body type","Built-in flash","Flash range","Digital zoom","Storage included","Effective pixels","Environmentally sealed","External flash","HDMI","Image stabilization","Live view","Aperture Min","Aperture Max","Aperture Range","Optical zoom","Orientation sensor","Screen dots","Screen size","Sensor photo detectors","Uncompressed format","Weight (inc. batteries)","USB","Continuous drive","Custom white balance","Focal length multiplier","Manual exposure mode","Subject / scene modes","GPS","Microphone","Viewfinder coverage","Number of focus points","Viewfinder magnification","Viewfinder resolution","Speaker","Boosted ISO (maximum)","Boosted ISO (minimum)","Battery Life (CIPA)","Wireless","Headphone port","Microphone port","width","height","length","volume","1:1","16:9","3:2","4:3","5:4","Total Resolution"
"204","Panasonic Lumix DMC-FH27","283","Active","No","Battery Pack","Compact","Yes","5.8","Yes",70,NA,"No","No","No","Optical","Yes","3.3","5.9","2.6",8,"Yes",230000,3,17,"No","152","USB 2.0 (480 Mbit/sec)",4.4,"Yes",NA,"No","Yes","None","Mono",NA,18,NA,NA,NA,"6400","1600",26,NA,NA,NA,99,57,28,158004,"No","No","No","No","No",13899
"205","Panasonic Lumix DMC-FP5","283","Active","No","Battery Pack","Ultracompact","Yes","4.9","Yes",70,NA,"No","No","No","Optical","Yes","3.5","5.9","2.4",4,"Yes",230000,3,15,"No","141","USB 2.0 (480 Mbit/sec)",5.5,"Yes",NA,"No","Yes",NA,"Mono",NA,18,NA,NA,NA,"6400","1600",35,NA,NA,NA,101,59,18,107262,"Yes","Yes","Yes","Yes","No",11648
"206","Panasonic Lumix DMC-FP7","283","Active","No","Battery Pack","Ultracompact","Yes","4.9","Yes",70,NA,"No","No","No","Optical","Yes","3.5","5.9","2.4",4,"Yes",230000,3.5,17,"No","147","USB 2.0 (480 Mbit/sec)",4.4,"Yes",NA,"No","Yes",NA,"Mono",NA,18,NA,NA,NA,"6400","1600",22,NA,NA,NA,101,59,18,107262,"Yes","Yes","Yes","Yes","No",13899
"207","Panasonic Lumix DMC-S1","283","Active","No","Battery Pack","Compact","Yes","3.3","Yes",20,NA,"No","No","No","Optical","Yes","3.1","5.6","2.5",4,"Yes",230000,2.7,13,"No","117","USB 2.0 (480 Mbit/sec)",NA,"Yes",NA,"No","Yes","None","Mono",NA,18,NA,NA,"None","6400","1600",22,NA,NA,NA,99,59,21,122661,"No","Yes","Yes","Yes","No",9100
"208","Panasonic Lumix DMC-S3","283","Active","No","Battery Pack","Compact","Yes","3.3","Yes",70,NA,"No","No","No","Optical","Yes","3.1","5.6","2.5",4,"Yes",230000,2.7,15,"No","117","USB 2.0 (480 Mbit/sec)",1.5,"Yes",NA,"No","Yes",NA,"Mono",NA,18,NA,NA,NA,"6400","1600",26,NA,NA,NA,99,59,21,122661,"No","Yes","Yes","Yes","No",11648
"209","Panasonic Lumix DMC-GF2","525","Active","Yes","Battery Pack","Rangefinder-style mirrorless","Yes","6","Yes",0,NA,"No","Yes","Yes","No","Yes",NA,NA,NA,NA,"No",460000,3,13,"RAW","310","USB 2.0 (480 Mbit/sec)",2.6,"Yes",2,"Yes","Yes","None","Stereo",NA,14,NA,NA,NA,NA,NA,14,NA,NA,NA,113,68,33,253572,"Yes","Yes","Yes","Yes","No",9100
"210","Panasonic Lumix DMC-GH2","613","Active","Yes","Battery Pack","SLR-style mirrorless","Yes","15.6","Yes",0,NA,"No","Yes","Yes","Optical","Yes",NA,NA,NA,NA,"No",460000,3,18,"RAW","442","USB 2.0 (480 Mbit/sec)",3,"Yes",2,"Yes","Yes","None","Stereo",100,14,1.42,NA,"Mono",NA,NA,20,NA,NA,NA,124,90,76,848160,"Yes","Yes","Yes","Yes","No",13899
"211","Panasonic Lumix DMC-LX5","331","Active","Yes","Battery Pack","Compact","Yes","7.2","Yes",40,NA,"No","Yes","Yes","Optical","Yes","2","3.3","1.3",3.8,"Yes",460000,3,11,"RAW","271","USB 2.0 (480 Mbit/sec)",2.5,"Yes",NA,"Yes","Yes","None","Mono",NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,65,43,307450,"Yes","Yes","Yes","Yes","No",7221
"212","Panasonic Lumix DMC-FZ40 (Lumix DMC-FZ45)","331","Active","Yes","Battery Pack","SLR-like (bridge)","Yes","9.5","Yes",40,NA,"No","No","Yes","Optical","Yes","2.8","5.2","2.4",24,"Yes",230000,3,15,"RAW","494","USB 2.0 (480 Mbit/sec)",1.8,"Yes",NA,"Yes","Yes",NA,"Stereo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,80,92,883200,"Yes","Yes","Yes","Yes","No",11648
"213","Panasonic Lumix DMC-FZ100","331","Active","Yes","Battery Pack","SLR-like (bridge)","Yes","9.5","Yes",40,NA,"No","Yes","Yes","Optical","Yes","2.8","5.2","2.4",24,"Yes",460000,3,15,"RAW","540","USB 2.0 (480 Mbit/sec)",11,"Yes",NA,"Yes","Yes","None","Stereo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,82,92,935456,"Yes","Yes","Yes","Yes","No",11648
"214","Panasonic Lumix DMC-FX700","331","Active","Yes","Battery Pack","Compact","Yes","7.4","Yes",40,NA,"No","No","Yes","Optical","Yes","2.2","5.9","3.7",5,"Yes",230000,3,15,"No","176","USB 2.0 (480 Mbit/sec)",10,"Yes",NA,"Yes","Yes","None","Stereo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,56,25,145600,"Yes","Yes","Yes","Yes","No",11648
"215","Panasonic Lumix DMC-FX75 (Lumix DMC-FX70)","363","Active","No","Battery Pack","Compact","Yes","7.4","Yes",40,NA,"No","No","Yes","Optical","Yes","2.2","5.9","3.7",5,"Yes",230000,2.7,15,"No","165","USB 2.0 (480 Mbit/sec)",1.8,"Yes",NA,"No","Yes",NA,"Mono",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,55,23,130295,"Yes","Yes","Yes","Yes","No",11648
"216","Panasonic Lumix DMC-G2","456","Active","Yes","Battery Pack","SLR-style mirrorless","Yes","11","Yes",0,NA,"No","Yes","Yes","Optical","Yes",NA,NA,NA,NA,"No",460000,3,13,"RAW","428","USB 2.0 (480 Mbit/sec)",2.6,"Yes",2,"Yes","Yes","None","Stereo",100,NA,1.1,1440000,"None",NA,NA,NA,NA,NA,NA,124,84,74,770784,"Yes","Yes","Yes","Yes","No",9100
"217","Panasonic Lumix DMC-G10","456","Active","Yes","Battery Pack","SLR-style mirrorless","Yes","11","Yes",0,NA,"No","Yes","Yes","Optical","Yes",NA,NA,NA,NA,"No",460000,3,13,"RAW","388","USB 2.0 (480 Mbit/sec)",2.6,"Yes",2,"Yes","Yes","None","Mono",100,NA,0.52,202000,"None",NA,NA,NA,NA,NA,NA,124,90,74,825840,"Yes","Yes","Yes","Yes","No",9100
"218","Panasonic Lumix DMC-ZS7 (Lumix DMC-TZ10)","251","Active","Yes","Battery Pack","Compact","Yes","5.3","Yes",15,NA,"No","No","Yes","Optical","Yes","3.3","4.9","1.6",12,"Yes",460000,3,15,"No","218","USB 2.0 (480 Mbit/sec)",2.3,"Yes",NA,"Yes","Yes","BuiltIn","Stereo",NA,18,NA,NA,"None",NA,NA,NA,NA,NA,NA,103,60,33,203940,"No","Yes","Yes","Yes","No",9100
"219","Panasonic Lumix DMC-TS2 (Lumix DMC-FT2)","251","Active","No","Battery Pack","Compact","Yes","5.1","Yes",40,NA,"Yes",NA,"Yes","Optical","Yes","3.3","5.9","2.6",4.6,"Yes",230000,2.7,15,"No","188","USB 2.0 (480 Mbit/sec)",1.8,"Yes",NA,"No","Yes",NA,"Mono",NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,63,24,149688,"No","Yes","Yes","Yes","No",11648
"220","Panasonic Lumix DMC-ZR3 (Lumix DMC-ZX3)","251","Active","No","Battery Pack","Compact","Yes","5.3","Yes",40,NA,"No","No","Yes","Optical","Yes","3.3","5.9","2.6",8,"Yes",230000,2.7,15,"No","159","USB 2.0 (480 Mbit/sec)",1.8,"Yes",NA,"No","Yes",NA,"Mono",NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,55,26,140140,"No","Yes","Yes","Yes","No",11648
"221","Panasonic Lumix DMC-ZS5 (Lumix DMC-TZ8)","251","Active","Yes","Battery Pack","Compact","Yes","5.3","Yes",40,NA,"No","No","No","Optical","Yes","3.3","4.9","1.6",12,"Yes",230000,2.7,15,"No","214","USB 2.0 (480 Mbit/sec)",2.3,"Yes",NA,"Yes","Yes",NA,"Mono",NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,60,32,197760,"No","Yes","Yes","Yes","No",9100
"222","Panasonic Lumix DMC-FX66 (Lumix DMC-FX68)","251","Active","No","Battery Pack","Compact","Yes","6","Yes",40,NA,"No","No","Yes","Optical","No","2.8","5.9","3.1",5,"Yes",230000,2.7,15,"No","145","USB 2.0 (480 Mbit/sec)",2.3,"Yes",NA,"No","Yes",NA,"Mono",NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,54,22,115236,"No","Yes","Yes","Yes","No",11648
"223","Panasonic Lumix DMC-TS10 (Lumix DMC-FT10)","240","Active","No","Battery Pack","Compact","Yes","4.9","Yes",40,NA,"Yes",NA,"No","Optical","Yes","3.5","5.6","2.1",4,"Yes",230000,2.7,15,"No","188","USB 2.0 (480 Mbit/sec)",1.5,"Yes",NA,"No","Yes",NA,"Mono",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,63,24,149688,"No","Yes","Yes","Yes","No",11648
"224","Panasonic Lumix DMC-FP3","289","Active","No","Battery Pack","Ultracompact","Yes","4.9","Yes",40,NA,"No","No","No","Optical","No","3.5","5.9","2.4",4,"Yes",230000,3,15,"No","155","USB 2.0 (480 Mbit/sec)",4.6,"Yes",NA,"No","Yes","None","Mono",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,59,19,110979,"No","Yes","Yes","Yes","No",11648
"225","Panasonic Lumix DMC-FP2","289","Active","No","Battery Pack","Ultracompact","Yes","4.9","Yes",40,NA,"No","No","No","Optical","No","3.5","5.9","2.4",4,"Yes",230000,2.7,15,"No","151","USB 2.0 (480 Mbit/sec)",4.6,"Yes",NA,"No","Yes","None","Mono",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,59,19,110979,"No","Yes","Yes","Yes","No",11648
"226","Panasonic Lumix DMC-FP1","289","Active","No","Battery Pack","Ultracompact","Yes","4.9","Yes",40,NA,"No","No","No","Optical","No","3.5","5.9","2.4",4,"Yes",230000,2.7,13,"No","151","USB 2.0 (480 Mbit/sec)",5.5,"Yes",NA,"No","Yes","None","Mono",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,59,19,110979,"No","Yes","Yes","Yes","No",9100
"227","Panasonic Lumix DMC-FH22 (Lumix DMC-FS33)","289","Active","No","Battery Pack","Compact","Yes","5.8","Yes",40,NA,"No","No","No","Optical","No","3.3","5.9","2.6",8,"No",230000,3,15,"No","170","USB 2.0 (480 Mbit/sec)",4.6,"Yes",NA,"No","Yes",NA,"Mono",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,57,27,153900,"No","Yes","Yes","Yes","No",11648
"228","Panasonic Lumix DMC-FH20 (Lumix DMC-FS30)","289","Active","No","Battery Pack","Compact","Yes","5.8","Yes",40,NA,"No","No","No","Optical","No","3.3","5.9","2.6",8,"No",230000,2.7,15,"No","178","USB 2.0 (480 Mbit/sec)",4.6,"Yes",NA,"No","Yes",NA,"Mono",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,56,28,156800,"No","Yes","Yes","Yes","No",11648
"229","Panasonic Lumix DMC-FH1 (Lumix DMC-FS10)","289","Active","No","Battery Pack","Compact","Yes","6.8","Yes",40,NA,"No","No","No","Optical","No","2.8","6.9","4.1",5,"No",230000,2.7,13,"No","163","USB 2.0 (480 Mbit/sec)",5.5,"Yes",NA,"No","Yes",NA,"Mono",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,55,23,123970,"No","Yes","Yes","Yes","No",9100
"230","Panasonic Lumix DMC-FH3 (Lumix DMC-FS11)","289","Active","No","Battery Pack","Compact","Yes","6.8","Yes",40,NA,"No","No","No","Optical","No","2.8","6.9","4.1",5,"No",230000,2.7,15,"No","165","USB 2.0 (480 Mbit/sec)",5.5,"Yes",NA,"No","Yes",NA,"Mono",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,55,24,129360,"No","Yes","Yes","Yes","No",11648
"231","Panasonic Lumix DMC-GF1","608","Active","Yes","Battery Pack","Rangefinder-style mirrorless","Yes","6","Yes",0,NA,"No","Yes","Yes","No","Yes",NA,NA,NA,NA,"No",460000,3,13,"RAW","385","USB 2.0 (480 Mbit/sec)",3,"Yes",NA,"Yes","Yes","None","Mono",NA,14,NA,NA,NA,NA,NA,13,NA,NA,NA,119,71,36,304164,"Yes","Yes","Yes","Yes","No",9100
"232","Panasonic Lumix DMC-FZ35 (Lumix DMC-FZ38)","347","Active","Yes","Battery Pack","SLR-like (bridge)","Yes","8.5","Yes",40,NA,"No","No","Yes","Optical","Yes","2.8","4.4","1.6",18,"Yes",230000,2.7,13,"RAW","397","USB 2.0 (480 Mbit/sec)",2.3,"Yes",NA,"Yes","Yes","None","Stereo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,76,89,798152,"No","Yes","Yes","Yes","No",9100
"233","Panasonic Lumix DMC-FX48 (Lumix DMC-FX40)","255","Active","No","Battery Pack","Compact","Yes","6","Yes",40,NA,"No","No","No","Optical","No","2.8","5.9","3.1",5,"Yes",230000,2.5,13,"No","150","USB 2.0 (480 Mbit/sec)",2.3,"Yes",NA,"Yes","Yes",NA,"None",NA,18,NA,NA,NA,"6400",NA,NA,NA,NA,NA,95,53,22,110770,"No","Yes","Yes","Yes","No",9100
"234","Panasonic Lumix DMC-ZS3 (Lumix DMC-TZ7)","255","Active","No","Battery Pack","Compact","Yes","5.3","Yes",40,NA,"No","No","Yes","Optical","Yes","3.3","4.9","1.6",12,"Yes",460000,3,13,"No","229","USB 2.0 (480 Mbit/sec)",2.3,"Yes",NA,"No","Yes","None","Stereo",NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,60,33,203940,"No","Yes","Yes","Yes","No",7221
"235","Panasonic Lumix DMC-ZS1 (Lumix DMC-TZ6)","255","Active","No","Battery Pack","Compact","Yes","5.3","Yes",40,NA,"No","No","No","Optical","Yes","3.3","4.9","1.6",12,"Yes",230000,2.7,10,"No","229","USB 2.0 (480 Mbit/sec)",2.5,"Yes",NA,"No","Yes",NA,"Mono",NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,60,33,203940,"No","Yes","Yes","Yes","No",7221
"236","Panasonic Lumix DMC-FZ28","330","Active","Yes","Battery Pack","Compact","Yes","8.5","Yes",50,NA,"No","No","No","Optical","Yes","2.8","4.4","1.6",18,"Yes",230000,2.7,11,"RAW","417","USB 2.0 (480 Mbit/sec)",2.5,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,75,89,787650,"No","Yes","Yes","Yes","No",7221
"237","Konica Minolta Maxxum 7D (Dynax 7D / Alpha-7 Digital)","587","Active","Yes","Battery Pack","Mid-size SLR","Yes",NA,"No",0,NA,"No","Yes","No","Sensor-shift","No",NA,NA,NA,NA,"Yes",207000,2.5,6,"RAW","845","USB 2.0 (480 Mbit/sec)",3,"Yes",1.5,NA,NA,NA,NA,95,4,0.9,NA,NA,NA,NA,NA,NA,NA,NA,150,106,78,1240200,"No","No","Yes","No","No",2989
"238","DxO One","774","Active","Yes","Battery Pack","Large sensor compact","No",NA,"Yes",NA,NA,"No","No","No","Digital only","No","1.8","11","9.2",1,"Yes",NA,NA,21,"RAW","108","USB 2.0 (480 Mbit/sec)",NA,NA,NA,"Yes","Yes","None","Mono",NA,NA,NA,NA,"None","51200",NA,NA,NA,"No","No",67,48,25,80400,"No","No","Yes","No","No",17028
"239","Sigma sd Quattro","703","Active","Yes","Battery Pack","Rangefinder-style mirrorless","No",NA,NA,NA,NA,"Yes","Yes","Yes","No","Yes",NA,NA,NA,NA,"Yes",1620000,3,33,"RAW","625","USB 3.0 (5 GBit/sec)",3.6,"Yes",1.5,"Yes","No","None","None",100,4,1.09,2360000,"None",NA,NA,NA,NA,"No","No",147,95,91,1270815,"Yes","Yes","Yes","Yes","No",16510
"240","Sigma sd Quattro H","703","Active","Yes","Battery Pack","Rangefinder-style mirrorless","No",NA,NA,NA,NA,"Yes","Yes","Yes","No","Yes",NA,NA,NA,NA,"Yes",1620000,3,45,"RAW",NA,"USB 3.0 (5 GBit/sec)",3.8,"Yes",1.3,"Yes","No","None","None",100,4,1.09,2360000,"None",NA,NA,NA,NA,"No","No",147,95,91,1270815,"Yes","Yes","Yes","Yes","No",20022
"241","Sigma dp0 Quattro","687","Active","Yes","Battery Pack","Large sensor compact","No",NA,NA,NA,NA,"No","Yes",NA,NA,"Yes","2.8","2.8","0",1,"Yes",920000,3,22,"RAW","395","USB 2.0 (480 Mbit/sec)",NA,"Yes",NA,"Yes",NA,"None","None",NA,4,NA,NA,"None",NA,NA,NA,NA,"No","No",161,67,82,884534,"Yes","Yes","Yes","Yes","No",16510
"242","Sigma dp2 Quattro","147","Active","Yes","Battery Pack","Large sensor compact","No",NA,NA,NA,NA,"No","Yes",NA,NA,"Yes","2.8","2.8","0",1,"Yes",920000,3,22,"RAW","395","USB 2.0 (480 Mbit/sec)",NA,"Yes",NA,"Yes",NA,"None","None",NA,4,NA,NA,"None",NA,NA,NA,NA,"No","No",161,67,82,884534,"Yes","Yes","Yes","Yes","No",16510
"243","Sigma dp1 Quattro","137","Active","Yes","Battery Pack","Large sensor compact","No",NA,NA,NA,NA,"No","Yes",NA,NA,"Yes","2.8","2.8","0",1,"Yes",920000,3,22,"RAW",NA,"USB 2.0 (480 Mbit/sec)",NA,"Yes",NA,"Yes",NA,"None","None",NA,4,NA,NA,"None",NA,NA,NA,NA,"No","No",161,67,87,938469,"Yes","Yes","Yes","Yes","No",16510
"244","Sigma dp3 Quattro","137","Active","Yes","Battery Pack","Large sensor compact","No",NA,NA,NA,NA,"No","Yes",NA,NA,"Yes","2.8","2.8","0",1,"Yes",920000,3,22,"RAW",NA,"USB 2.0 (480 Mbit/sec)",NA,"Yes",NA,"Yes",NA,"None","None",NA,4,NA,NA,"None",NA,NA,NA,NA,"No","No",161,67,102,1100274,"Yes","Yes","Yes","Yes","No",16510
"245","Sigma DP3 Merrill","304","Active",NA,"Battery Pack","Large sensor compact",NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,"2.8","2.8","0",1,NA,920000,NA,46,"RAW","330","USB 2.0 (480 Mbit/sec)",NA,NA,NA,NA,NA,"None","Mono",NA,NA,NA,NA,"Mono",NA,NA,NA,NA,NA,NA,122,67,59,482266,"No","No","No","No","No",NA
"246","Sigma DP1 Merrill","220","Active",NA,"Battery Pack","Large sensor compact",NA,NA,"No",NA,NA,NA,"Yes",NA,"No",NA,"2.8","2.8","0",NA,NA,920000,NA,46,"RAW","330","USB 2.0 (480 Mbit/sec)",NA,NA,1.5,NA,NA,"None","Mono",NA,NA,NA,NA,"Mono",NA,NA,NA,NA,NA,NA,122,67,64,523136,"No","No","No","No","No",NA
"247","Sigma DP2 Merrill","220","Active",NA,"Battery Pack","Large sensor compact",NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,"2.8","2.8","0",1,NA,920000,NA,46,"RAW","330","USB 2.0 (480 Mbit/sec)",NA,NA,NA,NA,NA,"None","Mono",NA,NA,NA,NA,"Mono",NA,NA,NA,NA,NA,NA,122,67,59,482266,"No","No","No","No","No",NA
"248","Sigma SD1 Merrill","220","Active","Yes","Battery Pack","Mid-size SLR",NA,NA,NA,0,NA,"Yes","Yes","No","No",NA,NA,NA,NA,NA,NA,460000,3,46,"RAW",NA,"USB 2.0 (480 Mbit/sec)",NA,NA,1.5,"Yes","No","None","None",96,NA,0.95,NA,"None",NA,NA,NA,NA,NA,NA,146,113,80,1319840,"No","No","No","No","No",12862
"249","Sigma DP2x","219","Active","Yes","Battery Pack","Large sensor compact","Yes","4.3","No",0,NA,"No","Yes","No","No","Yes",NA,NA,NA,1,"No",230000,2.5,14,"RAW","280","USB 2.0 (480 Mbit/sec)",3,"Yes",NA,"Yes","No","None","Mono",NA,NA,NA,NA,"None","3200",NA,NA,NA,NA,NA,113,60,56,379680,"No","Yes","Yes","No","No",1976
"250","Sigma SD1","613","Active","Yes","Battery Pack","Mid-size SLR",NA,NA,NA,0,NA,"Yes","Yes","No","No",NA,NA,NA,NA,NA,NA,460000,3,46,"RAW",NA,"USB 2.0 (480 Mbit/sec)",NA,NA,1.5,"Yes","No","None","None",96,NA,0.95,NA,NA,NA,NA,NA,NA,NA,NA,146,113,80,1319840,"No","No","No","No","No",12862
"251","Sigma DP1x","176","Active","Yes","Battery Pack","Large sensor compact","Yes",NA,"No",0,NA,"No","Yes","No","No","Yes","4","4","0",1,NA,230000,2.5,14,"RAW","250","USB 1.0 (1.5 Mbit/sec)",NA,"No",NA,"Yes","Yes",NA,"None",NA,NA,NA,NA,NA,"3200",NA,NA,NA,NA,NA,113,60,50,339000,"No","No","Yes","No","No",1976
"252","Sigma DP2s","176","Active","Yes","Battery Pack","Large sensor compact","Yes","4.3","No",0,NA,"No","Yes","No","No","Yes",NA,NA,NA,1,"No",230000,2.5,14,"RAW","280","USB 2.0 (480 Mbit/sec)",3,"Yes",NA,"Yes","Yes","None","Mono",NA,NA,NA,NA,NA,"3200",NA,NA,NA,NA,NA,113,60,56,379680,"No","Yes","Yes","No","No",1976
"253","Sigma SD15","176","Active","Yes","Battery Pack","Mid-size SLR","Yes",NA,"No",0,NA,"No","Yes","Yes","No","No",NA,NA,NA,NA,"No",460000,3,14,"RAW","750","USB 2.0 (480 Mbit/sec)",3,"Yes",NA,"Yes","No","None","Mono",96,NA,0.9,NA,NA,"3200","50",NA,NA,NA,NA,144,107,81,1248048,"No","No","Yes","No","No",1976
"254","Sigma DP1s","544","Active","Yes","Battery Pack","Large sensor compact","Yes",NA,"No",0,NA,"No","Yes","No","No","No",NA,NA,NA,1,NA,230000,2.5,14,"RAW","270","USB 1.0 (1.5 Mbit/sec)",NA,"No",NA,"Yes","Yes","None","Mono",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,60,31,202740,"No","No","Yes","No","No",1976
"255","Sigma DP2","620","Active","Yes","Battery Pack","Large sensor compact","Yes","4.3","No",0,NA,"No","Yes","No","No","Yes",NA,NA,NA,1,"No",230000,2.5,14,"RAW","280","USB 2.0 (480 Mbit/sec)",3,"Yes",NA,"Yes","Yes","None","None",NA,NA,NA,NA,NA,"3200",NA,NA,NA,NA,NA,113,60,56,379680,"No","Yes","Yes","No","No",1976
"256","Olympus Stylus SH-3","718","Active","No","Battery Pack","Compact","Yes","8.3","Yes",37,NA,"No","No","Yes","Sensor-shift","Yes","3","6.9","3.9",24,"Yes",460000,3,17,"RAW","271","USB 2.0 (480 Mbit/sec)",11.5,"Yes",NA,"Yes","Yes","None","Stereo",NA,NA,NA,NA,"Mono",NA,NA,13,"Built-In","No","No",109,63,42,288414,"Yes","Yes","Yes","Yes","No",13899
"257","Olympus PEN-F","734","Active","Yes","Battery Pack","Rangefinder-style mirrorless","No",NA,NA,NA,NA,"No","Yes","Yes","Sensor-shift","Yes",NA,NA,NA,NA,"Yes",1037000,3,22,"RAW","427","USB 2.0 (480 Mbit/sec)",10,"Yes",2,"Yes","Yes","None","Stereo",100,13,1.23,2360000,"Mono",NA,"80",20,"Built-In","No","No",125,72,37,333000,"Yes","Yes","Yes","Yes","No",NA
"258","Olympus Stylus Tough TG-870","748","Active","No","Battery Pack","Ultracompact","Yes","4","Yes",37,NA,"Yes","No","Yes","Optical","Yes","3.5","5.7","2.2",5,"Yes",921000,3,17,"No","221","USB 2.0 (480 Mbit/sec)",7,"Yes",NA,"No","Yes","BuiltIn","Stereo",NA,NA,NA,NA,"Mono",NA,"12800",14,"Built-In","No","No",113,64,28,202496,"Yes","Yes","Yes","Yes","No",13899
"259","Olympus OM-D E-M10 II","671","Active","Yes","Battery Pack","SLR-style mirrorless","Yes","5.8",NA,NA,NA,"No","Yes","Yes","Sensor-shift","Yes",NA,NA,NA,NA,"Yes",1040000,3,17,"RAW","390","USB 2.0 (480 Mbit/sec)",8,"Yes",2,"Yes","Yes","None","Stereo",100,13,1.23,2360000,"Mono",NA,"100",10,"Built-In","No","No",120,83,47,468120,"Yes","Yes","Yes","Yes","No",13899
"260","Olympus Air A01","779","Active","Yes","Battery Pack","Compact","No",NA,"Yes",NA,NA,"No","No","No","No",NA,NA,NA,NA,NA,"Yes",NA,NA,17,"RAW","147","USB 2.0 (480 Mbit/sec)",10,"No",2,"Yes","No","Optional","Stereo",NA,13,NA,NA,"Mono",NA,"100",10,"Built-In","No","No",57,57,44,142956,"Yes","Yes","Yes","Yes","No",13899
"261","Olympus Tough TG-4","650","Active","Yes","Battery Pack","Compact","Yes","7.9","Yes",55,NA,"Yes","No","Yes","Sensor-shift","Yes","2","4.9","2.9",4,"Yes",460000,3,17,"RAW","247","USB 2.0 (480 Mbit/sec)",5,"Yes",NA,"Yes","Yes","BuiltIn","Stereo",NA,NA,NA,NA,"Mono","12800",NA,13,"Built-In","No","No",112,66,31,229152,"Yes","Yes","Yes","Yes","No",13899
"262","Olympus Stylus 1s","650","Active","Yes","Battery Pack","SLR-like (bridge)","Yes","10.3","Yes",NA,NA,"No","Yes","Yes","Optical","Yes","2.8","2.8","0",10.7,"Yes",1040000,3,13,"RAW","402","USB 2.0 (480 Mbit/sec)",7,"Yes",NA,"Yes","Yes","None","Stereo",100,19,1.15,1440000,"Mono",NA,NA,25,"Built-In","No","No",116,87,57,575244,"Yes","Yes","Yes","Yes","No",8910
"263","Olympus Stylus SH-2","785","Active","No","Battery Pack","Compact","Yes","8.3","Yes",37,NA,"No","No","Yes","Sensor-shift","Yes","3","6.9","3.9",24,"Yes",460000,3,17,"RAW","271","USB 2.0 (480 Mbit/sec)",11.5,"Yes",NA,"Yes","Yes","None","Stereo",NA,NA,NA,NA,"Mono",NA,NA,13,"Built-In","No","No",109,63,42,288414,"Yes","Yes","Yes","Yes","No",13899
"264","Olympus OM-D E-M5 II","713","Active","Yes","Battery Pack","SLR-style mirrorless","No",NA,NA,NA,NA,"Yes","Yes","Yes","Sensor-shift","Yes",NA,NA,NA,NA,"Yes",1037000,3,17,"RAW","469","USB 2.0 (480 Mbit/sec)",10,"Yes",2,"Yes","Yes","None","Stereo",100,13,1.48,2360000,"Mono",NA,"100",39,"Built-In","No","Yes",124,85,45,474300,"Yes","Yes","Yes","Yes","No",13899
"265","Olympus Stylus Tough TG-860","713","Active","No","Battery Pack","Ultracompact","Yes","4","Yes",37,NA,"Yes","No","Yes","Optical","Yes","3.5","5.7","2.2",5,"Yes",460000,3,17,"No","224","USB 2.0 (480 Mbit/sec)",7,"Yes",NA,"No","Yes","None","Stereo",NA,NA,NA,NA,"Mono",NA,NA,14,"Built-In","No","No",130,64,28,232960,"Yes","Yes","Yes","Yes","No",13899
"266","Olympus PEN E-PL7","677","Active","Yes","Battery Pack","Rangefinder-style mirrorless","No",NA,NA,NA,NA,"No","Yes","Yes","Sensor-shift","Yes",NA,NA,NA,NA,"Yes",1037000,3,17,"RAW","357","USB 2.0 (480 Mbit/sec)",8,"Yes",2,"Yes","Yes","None","Stereo",NA,13,NA,NA,"Mono",NA,"100",7,"Built-In","No","No",115,67,38,292790,"Yes","Yes","Yes","Yes","No",13899
